### 01100	Metabolic pathways
sacce:4439	K11204
sacce:4560	K06269
sacce:2835	K03258
sacce:942	K03685
sacce:4241	K06269
sacce:4696	K04441
sacce:4335	K07827
sacce:6123	K02677
sacce:5121	K04345
sacce:4350	K04409
sacce:1370	K07203
sacce:1620	K07827
sacce:4984	K06276
sacce:1593	K03099
sacce:1940	K04393
sacce:5158	K04371
sacce:5268	K06276
sacce:6	K04513
sacce:2863	K04345
sacce:2919	K06269
sacce:2032	K04345
sacce:6084	K05692

### 05204	Chemical carcinogenesis
sacce:2763	K00129
sacce:3240	K00129
sacce:5364	K00799
sacce:1884	K00799
sacce:1182	K00121

### 05203	Viral carcinogenesis
sacce:2194	K03136
sacce:1517	K06630
sacce:1940	K04393
sacce:771	K06063
sacce:4553	K03143
sacce:5158	K04371
sacce:5614	K15306
sacce:6492	K11252
sacce:1162	K02216
sacce:2863	K04345
sacce:2032	K04345
sacce:1878	K00873
sacce:6	K04513
sacce:4233	K15305
sacce:5121	K04345
sacce:6027	K03142
sacce:5835	K03123
sacce:2738	K11252
sacce:6377	K06630
sacce:5773	K03144
sacce:562	K03122
sacce:1620	K07827
sacce:2633	K06067
sacce:2488	K11594
sacce:875	K03062
sacce:1908	K11838
sacce:5112	K02146
sacce:303	K11407
sacce:5283	K03137
sacce:3584	K03363
sacce:6059	K03120
sacce:4335	K07827
sacce:75	K03124
sacce:1767	K03141
sacce:6636	K11254
sacce:187	K11594
sacce:2073	K00873
sacce:3616	K04371
sacce:5219	K06062

### 05210	Colorectal cancer
sacce:4335	K07827
sacce:5093	K08738
sacce:3616	K04371
sacce:558	K08737
sacce:6	K04513
sacce:5158	K04371
sacce:2549	K08735
sacce:4686	K08736
sacce:1620	K07827
sacce:2513	K08734
sacce:6470	K08738

### 05212	Pancreatic cancer
sacce:1940	K04393
sacce:5158	K04371
sacce:1370	K07203
sacce:2165	K04482
sacce:1620	K07827
sacce:4335	K07827
sacce:3616	K04371
sacce:3339	K07203

### 05214	Glioma
sacce:1620	K07827
sacce:1370	K07203
sacce:4380	K02183
sacce:1593	K03099
sacce:5158	K04371
sacce:3339	K07203
sacce:3616	K04371
sacce:6123	K02677
sacce:4335	K07827

### 05216	Thyroid cancer
sacce:4335	K07827
sacce:3616	K04371
sacce:4699	K09291
sacce:4975	K09291
sacce:5158	K04371
sacce:1620	K07827

### 05221	Acute myeloid leukemia
sacce:3339	K07203
sacce:3616	K04371
sacce:4335	K07827
sacce:1620	K07827
sacce:1370	K07203
sacce:1593	K03099
sacce:5158	K04371

### 05220	Chronic myeloid leukemia
sacce:4335	K07827
sacce:3616	K04371
sacce:1593	K03099
sacce:5158	K04371
sacce:1620	K07827
sacce:2633	K06067

### 05217	Basal cell carcinoma

### 05218	Melanoma
sacce:3616	K04371
sacce:4335	K07827
sacce:1620	K07827
sacce:5158	K04371

### 05211	Renal cell carcinoma
sacce:4350	K04409
sacce:2838	K07836
sacce:5065	K01679
sacce:1620	K07827
sacce:5158	K04371
sacce:1593	K03099
sacce:1940	K04393
sacce:4035	K03872
sacce:3616	K04371
sacce:4335	K07827
sacce:5441	K03868

### 05219	Bladder cancer
sacce:5158	K04371
sacce:1620	K07827
sacce:4335	K07827
sacce:3616	K04371

### 05215	Prostate cancer
sacce:5158	K04371
sacce:1593	K03099
sacce:5268	K06276
sacce:454	K04079
sacce:1370	K07203
sacce:4984	K06276
sacce:1620	K07827
sacce:4335	K07827
sacce:3616	K04371
sacce:741	K06276
sacce:2048	K04079
sacce:3339	K07203

### 05213	Endometrial cancer
sacce:3616	K04371
sacce:741	K06276
sacce:4335	K07827
sacce:4984	K06276
sacce:1620	K07827
sacce:2513	K08734
sacce:5158	K04371
sacce:1593	K03099
sacce:5268	K06276

### 05222	Small cell lung cancer
sacce:6470	K08738
sacce:49	K01522
sacce:5093	K08738
sacce:4582	K02219

### 05223	Non-small cell lung cancer
sacce:6123	K02677
sacce:4335	K07827
sacce:49	K01522
sacce:741	K06276
sacce:3616	K04371
sacce:5268	K06276
sacce:1593	K03099
sacce:5158	K04371
sacce:1620	K07827
sacce:4984	K06276

### 05310	Asthma

### 05322	Systemic lupus erythematosus
sacce:5114	K11251
sacce:6492	K11252
sacce:2077	K11088
sacce:2738	K11252
sacce:435	K11251
sacce:2573	K11253
sacce:1496	K11087
sacce:860	K11251
sacce:2467	K11090
sacce:6636	K11254
sacce:2147	K11086

### 05323	Rheumatoid arthritis
sacce:2414	K02154
sacce:5577	K02155
sacce:4940	K02155
sacce:2531	K02152
sacce:1574	K02151
sacce:2199	K02152
sacce:5112	K02146
sacce:3832	K02150
sacce:4863	K02147
sacce:4480	K02154
sacce:5273	K02145
sacce:1444	K02144
sacce:6005	K02149
sacce:2713	K02148
sacce:784	K03661

### 05320	Autoimmune thyroid disease

### 05321	Inflammatory bowel disease (IBD)

### 05330	Allograft rejection

### 05332	Graft-versus-host disease

### 05340	Primary immunodeficiency
sacce:2742	K01488
sacce:1702	K03648

### 05010	Alzheimer's disease
sacce:6471	K02125
sacce:2080	K02261
sacce:1891	K00234
sacce:57	K02264
sacce:5210	K02263
sacce:943	K02262
sacce:3712	K00419
sacce:1425	K02128
sacce:1742	K02126
sacce:6371	K02266
sacce:5211	K03955
sacce:5963	K00417
sacce:6470	K08738
sacce:2947	K00134
sacce:872	K02256
sacce:4568	K00412
sacce:5747	K00414
sacce:5483	K00236
sacce:5282	K00134
sacce:3267	K02137
sacce:5818	K01408
sacce:4380	K02183
sacce:1114	K04532
sacce:5522	K00236
sacce:5220	K00418
sacce:1392	K02267
sacce:1384	K02132
sacce:2860	K02134
sacce:5158	K04371
sacce:2132	K00412
sacce:6281	K02263
sacce:1910	K02127
sacce:2244	K00415
sacce:5093	K08738
sacce:256	K08852
sacce:5290	K00412
sacce:5745	K00237
sacce:909	K02272
sacce:2883	K02265
sacce:4273	K04348
sacce:5768	K00413
sacce:3160	K06268
sacce:1917	K00134
sacce:2031	K00235
sacce:6162	K00416
sacce:6224	K00411
sacce:3616	K04371
sacce:5556	K02133
sacce:6348	K04348
sacce:4100	K00420
sacce:6095	K00237
sacce:1438	K02136
sacce:5827	K00234
sacce:6533	K02135
sacce:2354	K00412
sacce:4551	K02138

### 05012	Parkinson's disease
sacce:2354	K00412
sacce:6533	K02135
sacce:4551	K02138
sacce:6550	K15040
sacce:4100	K00420
sacce:6095	K00237
sacce:5827	K00234
sacce:1438	K02136
sacce:5260	K03178
sacce:5768	K00413
sacce:2031	K00235
sacce:6162	K00416
sacce:6099	K04555
sacce:6224	K00411
sacce:5701	K05863
sacce:5556	K02133
sacce:1048	K05863
sacce:6641	K04630
sacce:5093	K08738
sacce:2244	K00415
sacce:1910	K02127
sacce:909	K02272
sacce:2883	K02265
sacce:5290	K00412
sacce:5745	K00237
sacce:3987	K05863
sacce:1392	K02267
sacce:2132	K00412
sacce:6281	K02263
sacce:1384	K02132
sacce:2860	K02134
sacce:2032	K04345
sacce:2863	K04345
sacce:5483	K00236
sacce:5522	K00236
sacce:5220	K00418
sacce:3267	K02137
sacce:5121	K04345
sacce:1742	K02126
sacce:2865	K04554
sacce:6371	K02266
sacce:5211	K03955
sacce:943	K02262
sacce:3712	K00419
sacce:1425	K02128
sacce:872	K02256
sacce:4568	K00412
sacce:5747	K00414
sacce:6470	K08738
sacce:5963	K00417
sacce:1891	K00234
sacce:6471	K02125
sacce:2080	K02261
sacce:57	K02264
sacce:5210	K02263

### 05014	Amyotrophic lateral sclerosis (ALS)
sacce:6470	K08738
sacce:638	K03781
sacce:6338	K04569
sacce:265	K11518
sacce:6611	K04565
sacce:5093	K08738
sacce:6348	K04348
sacce:4273	K04348
sacce:3160	K06268
sacce:4696	K04441
sacce:305	K03781

### 05016	Huntington's disease
sacce:5437	K11827
sacce:2860	K02134
sacce:1384	K02132
sacce:6281	K02263
sacce:4669	K04564
sacce:1130	K04564
sacce:2132	K00412
sacce:1392	K02267
sacce:3987	K05863
sacce:1889	K04564
sacce:5256	K04648
sacce:3267	K02137
sacce:1795	K03013
sacce:72	K03014
sacce:5220	K00418
sacce:5522	K00236
sacce:5483	K00236
sacce:4899	K03011
sacce:6470	K08738
sacce:5963	K00417
sacce:6383	K03016
sacce:976	K03009
sacce:5747	K00414
sacce:4568	K00412
sacce:872	K02256
sacce:1425	K02128
sacce:3712	K00419
sacce:943	K02262
sacce:5211	K03955
sacce:6371	K02266
sacce:1742	K02126
sacce:5210	K02263
sacce:57	K02264
sacce:2633	K06067
sacce:2080	K02261
sacce:6471	K02125
sacce:1891	K00234
sacce:4551	K02138
sacce:1154	K03007
sacce:2686	K03010
sacce:6059	K03120
sacce:774	K03006
sacce:2993	K11830
sacce:6533	K02135
sacce:2354	K00412
sacce:6438	K03012
sacce:5347	K03009
sacce:2178	K11644
sacce:5827	K00234
sacce:1438	K02136
sacce:3379	K03017
sacce:6095	K00237
sacce:4100	K00420
sacce:6550	K15040
sacce:829	K03008
sacce:1360	K03015
sacce:1048	K05863
sacce:5556	K02133
sacce:5701	K05863
sacce:4957	K04646
sacce:6224	K00411
sacce:6162	K00416
sacce:2031	K00235
sacce:5768	K00413
sacce:1042	K11824
sacce:5290	K00412
sacce:5745	K00237
sacce:2883	K02265
sacce:909	K02272
sacce:2244	K00415
sacce:6611	K04565
sacce:1910	K02127
sacce:5093	K08738

### 05020	Prion diseases
sacce:5121	K04345
sacce:679	K09490
sacce:2863	K04345
sacce:2032	K04345
sacce:5158	K04371
sacce:6611	K04565
sacce:3616	K04371
sacce:1736	K09553

### 05030	Cocaine addiction
sacce:6641	K04630
sacce:5121	K04345
sacce:2863	K04345
sacce:2032	K04345

### 05031	Amphetamine addiction
sacce:6123	K02677
sacce:4241	K06269
sacce:5160	K06269
sacce:4560	K06269
sacce:6348	K04348
sacce:3160	K06268
sacce:4273	K04348
sacce:4380	K02183
sacce:2863	K04345
sacce:2919	K06269
sacce:2032	K04345
sacce:5121	K04345

### 05032	Morphine addiction
sacce:6641	K04630
sacce:6123	K02677
sacce:6447	K15015
sacce:5121	K04345
sacce:4488	K04536
sacce:2863	K04345
sacce:2032	K04345

### 05033	Nicotine addiction
sacce:6447	K15015

### 05034	Alcoholism
sacce:5160	K06269
sacce:4560	K06269
sacce:6641	K04630
sacce:3616	K04371
sacce:4494	K07359
sacce:6636	K11254
sacce:4335	K07827
sacce:860	K11251
sacce:1145	K11303
sacce:4241	K06269
sacce:303	K11407
sacce:2633	K06067
sacce:1620	K07827
sacce:2573	K11253
sacce:435	K11251
sacce:2738	K11252
sacce:4488	K04536
sacce:4380	K02183
sacce:2919	K06269
sacce:6492	K11252
sacce:5158	K04371
sacce:1593	K03099
sacce:5114	K11251

### 05410	Hypertrophic cardiomyopathy (HCM)
sacce:6084	K05692

### 05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
sacce:6084	K05692

### 05414	Dilated cardiomyopathy
sacce:6084	K05692
sacce:2032	K04345
sacce:2863	K04345
sacce:5121	K04345

### 05416	Viral myocarditis
sacce:6084	K05692
sacce:6470	K08738
sacce:3374	K03260
sacce:5093	K08738
sacce:4318	K03260

### 04940	Type I diabetes mellitus
sacce:4613	K01580
sacce:3912	K04077

### 04930	Type II diabetes mellitus
sacce:3616	K04371
sacce:2073	K00873
sacce:3339	K07203
sacce:5158	K04371
sacce:2773	K00844
sacce:1878	K00873
sacce:3922	K00844
sacce:2239	K00844
sacce:2973	K00844
sacce:1370	K07203
sacce:4489	K00844

### 04932	Non-alcoholic fatty liver disease (NAFLD)
sacce:2354	K00412
sacce:5827	K00234
sacce:6095	K00237
sacce:4100	K00420
sacce:2031	K00235
sacce:6162	K00416
sacce:5768	K00413
sacce:6224	K00411
sacce:5093	K08738
sacce:256	K08852
sacce:6035	K07297
sacce:2244	K00415
sacce:2883	K02265
sacce:3860	K07297
sacce:909	K02272
sacce:5745	K00237
sacce:5290	K00412
sacce:1392	K02267
sacce:4503	K07297
sacce:2301	K03237
sacce:1940	K04393
sacce:6281	K02263
sacce:2132	K00412
sacce:5483	K00236
sacce:5220	K00418
sacce:5522	K00236
sacce:5211	K03955
sacce:6371	K02266
sacce:3712	K00419
sacce:943	K02262
sacce:5747	K00414
sacce:4568	K00412
sacce:872	K02256
sacce:5963	K00417
sacce:6470	K08738
sacce:1891	K00234
sacce:2080	K02261
sacce:2943	K07297
sacce:57	K02264
sacce:5210	K02263

### 04950	Maturity onset diabetes of the young

### 05110	Vibrio cholerae infection
sacce:2498	K10956
sacce:5271	K09481
sacce:5121	K04345
sacce:4940	K02155
sacce:5601	K07342
sacce:2531	K02152
sacce:2823	K07937
sacce:16	K09481
sacce:6084	K05692
sacce:5577	K02155
sacce:2414	K02154
sacce:2863	K04345
sacce:2032	K04345
sacce:6545	K07937
sacce:5273	K02145
sacce:6005	K02149
sacce:429	K10949
sacce:1444	K02144
sacce:2713	K02148
sacce:784	K03661
sacce:1574	K02151
sacce:2199	K02152
sacce:5112	K02146
sacce:3832	K02150
sacce:2628	K10956
sacce:4863	K02147
sacce:4480	K02154
sacce:6123	K02677

### 05111	Vibrio cholerae pathogenic cycle

### 05120	Epithelial cell signaling in Helicobacter pylori infection
sacce:1940	K04393
sacce:5577	K02155
sacce:2414	K02154
sacce:4350	K04409
sacce:4940	K02155
sacce:2531	K02152
sacce:2199	K02152
sacce:4696	K04441
sacce:1574	K02151
sacce:5112	K02146
sacce:3832	K02150
sacce:4480	K02154
sacce:4863	K02147
sacce:5273	K02145
sacce:6005	K02149
sacce:1444	K02144
sacce:2713	K02148
sacce:784	K03661

### 05130	Pathogenic Escherichia coli infection
sacce:6274	K05756
sacce:6084	K05692
sacce:4409	K11294
sacce:6	K04513
sacce:5692	K05755
sacce:6427	K07375
sacce:5392	K07374
sacce:1940	K04393
sacce:1192	K05754
sacce:3367	K05758
sacce:214	K05757
sacce:6123	K02677
sacce:6412	K05747

### 05132	Salmonella infection
sacce:5628	K07897
sacce:6274	K05756
sacce:1192	K05754
sacce:1940	K04393
sacce:5692	K05755
sacce:156	K10413
sacce:5158	K04371
sacce:6084	K05692
sacce:2514	K05759
sacce:214	K05757
sacce:3616	K04371
sacce:3367	K05758
sacce:4696	K04441
sacce:6412	K05747
sacce:6002	K10415
sacce:2191	K05916

### 05131	Shigellosis
sacce:6274	K05756
sacce:6084	K05692
sacce:5692	K05755
sacce:5158	K04371
sacce:1940	K04393
sacce:1192	K05754
sacce:3367	K05758
sacce:3616	K04371
sacce:2514	K05759
sacce:214	K05757
sacce:6412	K05747
sacce:4696	K04441
sacce:3319	K08339

### 05133	Pertussis
sacce:4696	K04441
sacce:6641	K04630
sacce:3616	K04371
sacce:4380	K02183
sacce:977	K05765
sacce:6	K04513
sacce:5158	K04371

### 05134	Legionellosis
sacce:2823	K07937
sacce:6578	K03233
sacce:2716	K03283
sacce:883	K07953
sacce:4010	K14416
sacce:2757	K08517
sacce:3442	K03283
sacce:3912	K04077
sacce:2045	K07874
sacce:6470	K08738
sacce:6483	K03283
sacce:2326	K13525
sacce:3579	K03233
sacce:2876	K03283
sacce:2525	K03231
sacce:5950	K03233
sacce:6545	K07937
sacce:5454	K03283
sacce:5093	K08738

### 05150	Staphylococcus aureus infection

### 05152	Tuberculosis
sacce:5158	K04371
sacce:349	K00914
sacce:3912	K04077
sacce:4380	K02183
sacce:6	K04513
sacce:2414	K02154
sacce:5577	K02155
sacce:6470	K08738
sacce:4940	K02155
sacce:5628	K07897
sacce:4696	K04441
sacce:5112	K02146
sacce:5461	K04718
sacce:6302	K04043
sacce:4480	K02154
sacce:3616	K04371
sacce:4178	K07889
sacce:6348	K04348
sacce:4273	K04348
sacce:3160	K06268
sacce:5906	K07889
sacce:1444	K02144
sacce:1380	K04718
sacce:784	K03661
sacce:5093	K08738

### 05100	Bacterial invasion of epithelial cells
sacce:6084	K05692
sacce:6	K04513
sacce:5692	K05755
sacce:1192	K05754
sacce:1940	K04393
sacce:6274	K05756
sacce:6412	K05747
sacce:935	K16938
sacce:3367	K05758
sacce:214	K05757
sacce:4957	K04646

### 05166	HTLV-I infection
sacce:3515	K03358
sacce:967	K00787
sacce:5614	K15306
sacce:3987	K05863
sacce:151	K02180
sacce:4233	K15305
sacce:4307	K03356
sacce:5660	K04802
sacce:2509	K03359
sacce:1162	K02216
sacce:2032	K04345
sacce:2863	K04345
sacce:76	K03506
sacce:3665	K06641
sacce:5121	K04345
sacce:3626	K07936
sacce:1975	K06679
sacce:3977	K04728
sacce:1620	K07827
sacce:5079	K03504
sacce:6059	K03120
sacce:3544	K03353
sacce:3584	K03363
sacce:4335	K07827
sacce:746	K08874
sacce:6140	K15304
sacce:5535	K08054
sacce:4885	K03348
sacce:497	K03352
sacce:5398	K02325
sacce:3477	K03349
sacce:339	K03357
sacce:6550	K15040
sacce:223	K11126
sacce:3033	K14290
sacce:6348	K04348
sacce:3573	K03351
sacce:1048	K05863
sacce:5701	K05863
sacce:4581	K02324
sacce:4002	K03350
sacce:4555	K07936
sacce:3160	K06268
sacce:4273	K04348
sacce:3323	K02326
sacce:1083	K02537
sacce:5219	K06062
sacce:1790	K12416
sacce:3962	K02328
sacce:3667	K02327
sacce:4263	K03506
sacce:5924	K03355
sacce:893	K11304

### 05162	Measles
sacce:6257	K03115
sacce:2876	K03283
sacce:5454	K03283
sacce:4324	K03115
sacce:6483	K03283
sacce:3708	K16196
sacce:3493	K03097
sacce:2474	K03097
sacce:2301	K03237
sacce:2716	K03283
sacce:3442	K03283
sacce:4146	K14753

### 05164	Influenza A
sacce:6665	K14404
sacce:3708	K16196
sacce:6524	K14284
sacce:6123	K02677
sacce:4696	K04441
sacce:3565	K14298
sacce:6483	K03283
sacce:3230	K12812
sacce:5093	K08738
sacce:3616	K04371
sacce:6423	K14396
sacce:3033	K14290
sacce:5853	K14297
sacce:5454	K03283
sacce:2876	K03283
sacce:6084	K05692
sacce:3442	K03283
sacce:2716	K03283
sacce:5158	K04371
sacce:967	K00787
sacce:2301	K03237
sacce:4713	K09523
sacce:5679	K14297
sacce:6470	K08738

### 05161	Hepatitis B
sacce:6123	K02677
sacce:4335	K07827
sacce:5093	K08738
sacce:187	K11594
sacce:3616	K04371
sacce:5660	K04802
sacce:5158	K04371
sacce:1620	K07827
sacce:2488	K11594
sacce:6470	K08738

### 05160	Hepatitis C
sacce:939	K03456
sacce:1620	K07827
sacce:4984	K06276
sacce:6614	K04382
sacce:2301	K03237
sacce:1593	K03099
sacce:5158	K04371
sacce:1619	K04354
sacce:5268	K06276
sacce:741	K06276
sacce:3616	K04371
sacce:3735	K04382
sacce:4335	K07827
sacce:4696	K04441
sacce:3708	K16196
sacce:2281	K04706

### 05168	Herpes simplex infection
sacce:6524	K14284
sacce:5249	K03130
sacce:3708	K16196
sacce:6255	K03131
sacce:1908	K11838
sacce:4218	K02207
sacce:4241	K06269
sacce:6059	K03120
sacce:774	K03006
sacce:5093	K08738
sacce:3682	K03094
sacce:4324	K03115
sacce:4560	K06269
sacce:5160	K06269
sacce:6257	K03115
sacce:3702	K03347
sacce:4391	K12881
sacce:5613	K03127
sacce:68	K03134
sacce:1395	K03133
sacce:2919	K06269
sacce:2301	K03237
sacce:4638	K14840
sacce:3493	K03097
sacce:2474	K03097
sacce:3156	K15414
sacce:5794	K14650
sacce:6470	K08738

### 05169	Epstein-Barr virus infection
sacce:4419	K03064
sacce:5121	K04345
sacce:976	K03009
sacce:6383	K03016
sacce:3493	K03097
sacce:2356	K03035
sacce:5400	K03018
sacce:3626	K07936
sacce:5879	K03024
sacce:6377	K06630
sacce:6456	K03032
sacce:86	K10881
sacce:1640	K03020
sacce:2633	K06067
sacce:2474	K03097
sacce:6188	K03021
sacce:771	K06063
sacce:1517	K06630
sacce:2194	K03136
sacce:2863	K04345
sacce:1941	K06691
sacce:2032	K04345
sacce:2716	K03283
sacce:1055	K03026
sacce:4899	K03011
sacce:5339	K03030
sacce:3442	K03283
sacce:1795	K03013
sacce:72	K03014
sacce:3090	K03063
sacce:4164	K03025
sacce:3288	K03028
sacce:4377	K03037
sacce:595	K10591
sacce:5931	K03031
sacce:6592	K03036
sacce:4654	K14721
sacce:6257	K03115
sacce:174	K03023
sacce:2876	K03283
sacce:4555	K07936
sacce:603	K03033
sacce:5454	K03283
sacce:3033	K14290
sacce:5329	K03065
sacce:4952	K03019
sacce:4324	K03115
sacce:590	K03038
sacce:1923	K03029
sacce:2322	K03061
sacce:5283	K03137
sacce:2603	K03022
sacce:6438	K03012
sacce:875	K03062
sacce:6483	K03283
sacce:1908	K11838
sacce:1154	K03007
sacce:774	K03006
sacce:2686	K03010
sacce:6059	K03120
sacce:5130	K10881
sacce:4696	K04441
sacce:2150	K03039
sacce:3379	K03017
sacce:1978	K03066
sacce:75	K03124
sacce:1360	K03015
sacce:829	K03008
sacce:3485	K03027
sacce:3708	K16196
sacce:5347	K03009

### 05146	Amoebiasis
sacce:6123	K02677
sacce:5906	K07889
sacce:4178	K07889
sacce:2032	K04345
sacce:2863	K04345
sacce:2405	K01476
sacce:5628	K07897
sacce:5121	K04345

### 05144	Malaria

### 05145	Toxoplasmosis
sacce:5454	K03283
sacce:3616	K04371
sacce:2876	K03283
sacce:741	K06276
sacce:5093	K08738
sacce:6641	K04630
sacce:4696	K04441
sacce:6483	K03283
sacce:6470	K08738
sacce:4984	K06276
sacce:5158	K04371
sacce:3442	K03283
sacce:5268	K06276
sacce:2716	K03283

### 05140	Leishmaniasis
sacce:3616	K04371
sacce:4696	K04441
sacce:5158	K04371

### 05142	Chagas disease (American trypanosomiasis)
sacce:1619	K04354
sacce:5158	K04371
sacce:6614	K04382
sacce:939	K03456
sacce:4696	K04441
sacce:6641	K04630
sacce:3735	K04382
sacce:3616	K04371

### 05143	African trypanosomiasis
sacce:3398	K00463
sacce:6123	K02677

### 00312	beta-Lactam resistance

### 07011	Penicillins

### 07012	Cephalosporins - parenteral agents

### 07013	Cephalosporins - oral agents

### 07021	Aminoglycosides

### 07019	Tetracyclines

### 07020	Macrolides and ketolides

### 07014	Quinolones

### 07023	Rifamycins

### 07026	Antifungal agents

### 07044	Antivirals

### 07053	Anti-HIV agents

### 07040	Antineoplastics - alkylating agents

### 07041	Antineoplastics - antimetabolic agents

### 07042	Antineoplastics - agents from natural products

### 07043	Antineoplastics - hormones

### 07045	Antineoplastics - protein kinases inhibitors

### 07032	Hypnotics

### 07030	Anxiolytics

### 07033	Anticonvulsants

### 07015	Local analgesics

### 07039	Opioid analgesics

### 07028	Antipsychotics

### 07029	Phenothiazines

### 07031	Butyrophenones

### 07027	Antidepressants

### 07056	Agents for Alzheimer-type dementia

### 07057	Antiparkinsonian agents

### 07055	Sulfonamide derivatives - overview

### 07016	Sulfonamide derivatives - sulfa drugs

### 07017	Sulfonamide derivatives - diuretics

### 07018	Sulfonamide derivatives - hypoglycemic agents

### 07037	Antiarrhythmic drugs

### 07038	Antiulcer drugs

### 07046	Immunosuppressive agents

### 07047	Osteoporosis drugs

### 07048	Antimigraines

### 07049	Antithrombosis agents

### 07050	Antirheumatics - DMARDs and biological agents

### 07051	Antidiabetics

### 07052	Antidyslipidemic agents

### 07054	Antiglaucoma agents

### 07220	Cholinergic and anticholinergic drugs

### 07215	alpha-Adrenergic receptor agonists/antagonists

### 07214	beta-Adrenergic receptor agonists/antagonists

### 07213	Dopamine receptor agonists/antagonists

### 07212	Histamine H1 receptor antagonists

### 07227	Histamine H2/H3 receptor agonists/antagonists

### 07211	Serotonin receptor agonists/antagonists

### 07228	Eicosanoid receptor agonists/antagonists

### 07224	Opioid receptor agonists/antagonists

### 07229	Angiotensin receptor and endothelin receptor antagonists

### 07225	Glucocorticoid and meneralocorticoid receptor agonists/antagonists

### 07226	Progesterone, androgen and estrogen receptor agonists/antagonists

### 07223	Retinoic acid receptor (RAR) and retinoid X receptor (RXR) agonists/antagonists

### 07222	Peroxisome proliferator-activated receptor (PPAR) agonists

### 07221	Nicotinic cholinergic receptor antagonists

### 07230	GABA-A receptor agonists/antagonists

### 07036	Calcium channel blocking drugs

### 07231	Sodium channel blocking drugs

### 07232	Potassium channel blocking and opening drugs

### 07235	N-Metyl-D-aspartic acid receptor antagonists

### 07233	Ion transporter inhibitors

### 07234	Neurotransmitter transporter inhibitors

### 07216	Catecholamine transferase inhibitors

### 07219	Cyclooxygenase inhibitors

### 07024	HMG-CoA reductase inhibitors

### 07217	Renin-angiotensin system inhibitors

### 07218	HIV protease inhibitors

### 07025	Quinolines

### 07034	Eicosanoids

### 07035	Prostaglandins

### 07110	Benzoic acid family

### 07112	1,2-Diphenyl substitution family

### 07114	Naphthalene family

### 07117	Benzodiazepine family

